id,title,verdict,reason,has_photo,step_count,ingredient_count,has_alcohol_ingredient
hf-157507-cocktail-dessert,Cocktail Dessert,fix,no glass/serving suggestion; no photo,false,5,9,false
hf-1712489-margarita-ole-bars,Margarita Ole Bars,fix,no photo,false,8,10,false
hf-1790930-margarita-pork-kebabs,Margarita Pork Kebabs,fix,no glass/serving suggestion; no photo,false,8,10,false
hf-1922974-roasted-shrimp-cocktail,Roasted Shrimp Cocktail,fix,no glass/serving suggestion; no photo,false,8,10,false
hf-1958494-mojito-marinade,Mojito Marinade,fix,no glass/serving suggestion; no photo,false,7,10,false
hf-2038460-avocado-cocktail-recipe,Avocado Cocktail Recipe,fix,no glass/serving suggestion; no photo,false,4,10,false
hf-2044276-spicy-cocktail-nuts,Spicy Cocktail Nuts,fix,no glass/serving suggestion; no photo,false,6,10,false
hf-204882-fruit-cocktail-torte,Fruit Cocktail Torte,fix,no photo,false,6,9,false
hf-236374-fruit-cocktail-bars,Fruit Cocktail Bars,fix,no glass/serving suggestion; no photo,false,4,9,false
hf-319795-cocktail-wieners,Cocktail Wieners,fix,no photo,false,5,10,false
hf-323050-cocktail-meat-balls-with-sauce,Cocktail Meat Balls With Sauce,fix,no glass/serving suggestion; no photo,false,8,10,false
hf-326511-choco-moist-cake-fruit-cocktail-cake,Choco-Moist Cake(Fruit Cocktail Cake),fix,no glass/serving suggestion; no photo,false,4,10,false
hf-433794-easy-stewfort-collins-colorado,"Easy Stewfort Collins, Colorado",fix,no photo,false,6,10,false
hf-57158-fruit-cocktail-cake,Fruit Cocktail Cake,fix,no glass/serving suggestion; no photo,false,8,10,false
hf-637607-meatball-cocktails,Meatball Cocktails,fix,no glass/serving suggestion; no photo,false,4,10,false
hf-773264-moist-chocolate-fruit-cocktail-dessert,Moist Chocolate Fruit Cocktail Dessert,fix,no glass/serving suggestion; no photo,false,4,10,false
hf-895352-meatballs-in-cocktail-sauce,Meatballs In Cocktail Sauce,fix,no glass/serving suggestion; no photo,false,5,10,false
hf-901367-fruit-cocktail-cake-vii,Fruit Cocktail Cake Vii,fix,no photo,false,4,10,false
hf-90618-fruit-cocktail-pudding,Fruit Cocktail Pudding,fix,no glass/serving suggestion; no photo,false,6,9,false
wb-grapefruit-and-crab-cocktail,Grapefruit and Crab Cocktail,fix,no glass/serving suggestion; no photo,false,4,8,false
wb-seafood-cocktail-sauce,Seafood Cocktail Sauce,fix,no glass/serving suggestion; no photo,false,5,7,false
